regimen_id,disease_key,disease_name,ICD10,complaint_key,role,tier,default_row,product_id,drug_name,composition,BDS,sig,duration,dispense,caution,side_effect,clinical_readiness,fast_mode_allowed,evidence_status,source_status,blocked_reason,missing_requirements,next_action,old_runtime_status,source_runtime_path,row_source,issue_id,severity,issue_type,recommended_action,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap,next_action
FRM0098,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),,CI0286,RX NOW,RX1,False,BDS007066,B.Roxi [Roxithromycin 150 mg.],Roxithromycin 150 mg.,BDS007066,1 tab PO BID before meals,5 days,1 strip (10 tabs),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[285].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0099,dental_infection_support_adult,Dental / gum bacterial infection support,,CI0287,RX NOW,RX1,True,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,BDS001103,1 tab PO BID,5 days,1 box (10 tabs),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[286].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0099,dental_infection_support_adult,Dental / gum bacterial infection support,,CI0288,RX NOW,RX1,True,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,BDS001103,1 tab PO BID,5 days,1 box (10 tabs),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[287].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0099,dental_infection_support_adult,Dental / gum bacterial infection support,,CI0289,RX NOW,RX1,True,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,BDS001103,1 tab PO BID,5 days,1 box (10 tabs),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[288].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0100,infected_insect_bite_adult,Infected insect bite,,CI0290,RX NOW,RX1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[289].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0100,infected_insect_bite_adult,Infected insect bite,,CI0291,RX NOW,RX1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[290].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0100,infected_insect_bite_adult,Infected insect bite,,CI0292,RX NOW,RX1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[291].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0101,infected_insect_bite_peds,Pediatric infected insect bite,,CI0293,RX NOW,RX1,True,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,BDS001046,5 mL PO BID,5 days,1 bottle (70 mL),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[292].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0101,infected_insect_bite_peds,Pediatric infected insect bite,,CI0294,RX NOW,RX1,True,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,BDS001046,5 mL PO BID,5 days,1 bottle (70 mL),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[293].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0101,infected_insect_bite_peds,Pediatric infected insect bite,,CI0295,RX NOW,RX1,True,BDS001046,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,BDS001046,5 mL PO BID,5 days,1 bottle (70 mL),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[294].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0102,cellulitis_mild_adult,Mild cellulitis,,CI0296,RX NOW,RX1,True,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,BDS001103,1 tab PO BID,5 days,1 box (10 tabs),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[295].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0102,cellulitis_mild_adult,Mild cellulitis,,CI0297,RX NOW,RX1,True,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,BDS001103,1 tab PO BID,5 days,1 box (10 tabs),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[296].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0102,cellulitis_mild_adult,Mild cellulitis,,CI0298,RX NOW,RX1,True,BDS001103,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,BDS001103,1 tab PO BID,5 days,1 box (10 tabs),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[297].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0103,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,CI0299,RX NOW,RX1,False,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[298].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0103,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,CI0299,RX NOW,RX2,False,BDS001991,Fucidin Cream [Fusidic acid 20 mg./1 g.],Fusidic acid 20 mg./1 g.,BDS001991,apply thinly TID,5–7 days,1 tube (5 g),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[298].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,usable_with_warning,keep_warning_source_gap,verified guideline source,true,,,,,,,,,,,,,,,,,,,usable_with_warning,keep_warning_source_gap,verified guideline source,true,attach accepted source evidence
FRM0103,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,CI0300,RX NOW,RX1,False,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[299].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0103,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,CI0300,RX NOW,RX2,False,BDS001991,Fucidin Cream [Fusidic acid 20 mg./1 g.],Fusidic acid 20 mg./1 g.,BDS001991,apply thinly TID,5–7 days,1 tube (5 g),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[299].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,usable_with_warning,keep_warning_source_gap,verified guideline source,true,,,,,,,,,,,,,,,,,,,usable_with_warning,keep_warning_source_gap,verified guideline source,true,attach accepted source evidence
FRM0103,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,CI0301,RX NOW,RX1,False,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,blocked,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[300].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,blocked,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0103,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,CI0301,RX NOW,RX2,False,BDS001991,Fucidin Cream [Fusidic acid 20 mg./1 g.],Fusidic acid 20 mg./1 g.,BDS001991,apply thinly TID,5–7 days,1 tube (5 g),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[300].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,usable_with_warning,keep_warning_source_gap,verified guideline source,true,,,,,,,,,,,,,,,,,,,usable_with_warning,keep_warning_source_gap,verified guideline source,true,attach accepted source evidence
FRM0104,localized_folliculitis_adult,Localized folliculitis,,CI0302,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[301].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0104,localized_folliculitis_adult,Localized folliculitis,,CI0303,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[302].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0104,localized_folliculitis_adult,Localized folliculitis,,CI0304,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[303].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0105,infected_abrasion_adult,Infected abrasion,,CI0305,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[304].r[0].m[2],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0105,infected_abrasion_adult,Infected abrasion,,CI0306,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[305].r[0].m[2],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0105,infected_abrasion_adult,Infected abrasion,,CI0307,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[306].r[0].m[2],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,bacterial indication criteria; product manual review; verified guideline source,true,attach accepted source evidence
FRM0106,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,CI0308,RX NOW,RX1,False,BDS001910,Fucidin H Cream [Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g],Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g,BDS001910,apply thinly BID–TID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[307].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0106,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,CI0308,SWAP,SWAP1,False,BDS001908,Fucicort Cream [Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g],Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g,BDS001908,apply thinly BID–TID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[307].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0106,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,CI0309,RX NOW,RX1,False,BDS001910,Fucidin H Cream [Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g],Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g,BDS001910,apply thinly BID–TID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[308].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0106,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,CI0309,SWAP,SWAP1,False,BDS001908,Fucicort Cream [Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g],Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g,BDS001908,apply thinly BID–TID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[308].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0106,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,CI0310,RX NOW,RX1,False,BDS001910,Fucidin H Cream [Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g],Fusidic acid 20 mg+Hydrocortisone Acetate 10 mg+อื่นๆ/1 g,BDS001910,apply thinly BID–TID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[309].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0106,infected_eczema_localized_adult,Localized infected eczema / dermatitis,,CI0310,SWAP,SWAP1,False,BDS001908,Fucicort Cream [Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g],Fusidic acid 20 mg+Betamethasone Valerate (eq. to Betamethasone 1 mg)+Preservative (Chlorocresol)/1 g,BDS001908,apply thinly BID–TID,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[309].r[0].m[1],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0107,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,,CI0311,RX NOW,RX1,True,BDS007591,Noflox-400 [Norfloxacin 400 mg.],Norfloxacin 400 mg.,BDS007591,1 tab PO BID,5 days,1 strip (10 tabs),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[310].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0107,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,,CI0312,RX NOW,RX1,True,BDS007591,Noflox-400 [Norfloxacin 400 mg.],Norfloxacin 400 mg.,BDS007591,1 tab PO BID,5 days,1 strip (10 tabs),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[311].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
FRM0107,uncomplicated_uti_adult,Uncomplicated cystitis / lower UTI,,CI0313,RX NOW,RX1,True,BDS007591,Noflox-400 [Norfloxacin 400 mg.],Norfloxacin 400 mg.,BDS007591,1 tab PO BID,5 days,1 strip (10 tabs),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[312].r[0].m[0],regimen,,,,,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,,,,,,,,,,,,,,,,,,,manual_review_required,keep_blocked_or_manual_review,product manual review; verified guideline source,true,attach accepted source evidence
